#gene	symbol	name
10768	AHCYL1	adenosylhomocysteinase-like 1
10769	PLK2	polo-like kinase 2
10771	ZMYND11	zinc finger, MYND-type containing 11
10772	SRSF10	serine/arginine-rich splicing factor 10
10773	ZBTB6	zinc finger and BTB domain containing 6
10774	DHS	dehydrated hereditary stomatocytosis
10775	POP4	processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)
10776	ARPP19	cAMP-regulated phosphoprotein, 19kDa
10777	ARPP21	cAMP-regulated phosphoprotein, 21kDa
10778	ZNF271	zinc finger protein 271
10780	ZNF234	zinc finger protein 234
10781	ZNF266	zinc finger protein 266
10782	ZNF274	zinc finger protein 274
10783	NEK6	NIMA-related kinase 6
10785	WDR4	WD repeat domain 4
10786	SLC17A3	solute carrier family 17 (organic anion transporter), member 3
10787	NCKAP1	NCK-associated protein 1
10788	IQGAP2	IQ motif containing GTPase activating protein 2
10789	NUDCP2	nuclear distribution gene C homolog (A. nidulans) pseudogene 2
10790	NUDCP1	nuclear distribution gene C homolog (A. nidulans) pseudogene 1
10791	VAMP5	vesicle-associated membrane protein 5
10793	ZNF273	zinc finger protein 273
10794	ZNF460	zinc finger protein 460
10795	ZNF268	zinc finger protein 268
10797	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
10798	OR5I1	olfactory receptor, family 5, subfamily I, member 1
10799	RPP40	ribonuclease P/MRP 40kDa subunit
10800	CYSLTR1	cysteinyl leukotriene receptor 1
10801	SEPT9	septin 9
10802	SEC24A	SEC24 family member A
10803	CCR9	chemokine (C-C motif) receptor 9
10804	GJB6	gap junction protein, beta 6, 30kDa
10806	SDCCAG8	serologically defined colon cancer antigen 8
10807	SDCCAG3	serologically defined colon cancer antigen 3
10808	HSPH1	heat shock 105kDa/110kDa protein 1
10809	STARD10	StAR-related lipid transfer (START) domain containing 10
10810	WASF3	WAS protein family, member 3
10811	NOXA1	NADPH oxidase activator 1
10813	UTP14A	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)
10814	CPLX2	complexin 2
10815	CPLX1	complexin 1
10816	SPINT3	serine peptidase inhibitor, Kunitz type, 3
10817	FRS3	fibroblast growth factor receptor substrate 3
10818	FRS2	fibroblast growth factor receptor substrate 2
10819	OR7E14P	olfactory receptor, family 7, subfamily E, member 14 pseudogene
10820	OR7E13P	olfactory receptor, family 7, subfamily E, member 13 pseudogene
10821	OR7E12P	olfactory receptor, family 7, subfamily E, member 12 pseudogene
10822	OR7E11P	olfactory receptor, family 7, subfamily E, member 11 pseudogene
10823	OR7E10P	olfactory receptor, family 7, subfamily E, member 10 pseudogene
10824	EPAG	early lymphoid activation protein
10825	NEU3	sialidase 3 (membrane sialidase)
10826	FAXDC2	fatty acid hydroxylase domain containing 2
10827	FAM114A2	family with sequence similarity 114, member A2
10828	NPM1P19	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 19
10829	NPM1P18	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 18
10830	NPM1P17	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 17
10831	NPM1P7	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 7
10833	NPM1P14	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 14
10834	NPM1P13	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 13
10835	NPM1P12	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 12
10836	NPM1P11	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 11
10837	NPM1P10	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 10
10838	ZNF275	zinc finger protein 275
10840	ALDH1L1	aldehyde dehydrogenase 1 family, member L1
10841	FTCD	formimidoyltransferase cyclodeaminase
10842	PPP1R17	protein phosphatase 1, regulatory subunit 17
10844	TUBGCP2	tubulin, gamma complex associated protein 2
10845	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit
10846	PDE10A	phosphodiesterase 10A
10847	SRCAP	Snf2-related CREBBP activator protein
10848	PPP1R13L	protein phosphatase 1, regulatory subunit 13 like
10849	CD3EAP	CD3e molecule, epsilon associated protein
10850	CCL27	chemokine (C-C motif) ligand 27
10855	HPSE	heparanase
10856	RUVBL2	RuvB-like AAA ATPase 2
10857	PGRMC1	progesterone receptor membrane component 1
10858	CYP46A1	cytochrome P450, family 46, subfamily A, polypeptide 1
10859	LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1
10861	SLC26A1	solute carrier family 26 (anion exchanger), member 1
10863	ADAM28	ADAM metallopeptidase domain 28
10864	SLC22A7	solute carrier family 22 (organic anion transporter), member 7
10865	ARID5A	AT rich interactive domain 5A (MRF1-like)
10866	HCP5	HLA complex P5 (non-protein coding)
10867	TSPAN9	tetraspanin 9
10868	USP20	ubiquitin specific peptidase 20
10869	USP19	ubiquitin specific peptidase 19
10870	HCST	hematopoietic cell signal transducer
10871	CD300C	CD300c molecule
10873	ME3	malic enzyme 3, NADP(+)-dependent, mitochondrial
10874	NMU	neuromedin U
10875	FGL2	fibrinogen-like 2
10876	EDDM3A	epididymal protein 3A
10877	CFHR4	complement factor H-related 4
10878	CFHR3	complement factor H-related 3
10879	SMR3B	submaxillary gland androgen regulated protein 3B
10880	ACTL7B	actin-like 7B
10881	ACTL7A	actin-like 7A
10882	C1QL1	complement component 1, q subcomponent-like 1
10884	MRPS30	mitochondrial ribosomal protein S30
10885	WDR3	WD repeat domain 3
10886	NPFFR2	neuropeptide FF receptor 2
10887	PROKR1	prokineticin receptor 1
10888	GPR83	G protein-coupled receptor 83
10890	RAB10	RAB10, member RAS oncogene family
10891	PPARGC1A	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha
10892	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1
10893	MMP24	matrix metallopeptidase 24 (membrane-inserted)
10894	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1
10895	PPBPP2	pro-platelet basic protein pseudogene 2
10896	OCLM	oculomedin
10897	YIF1A	Yip1 interacting factor homolog A (S. cerevisiae)
10898	CPSF4	cleavage and polyadenylation specific factor 4, 30kDa
10899	JTB	jumping translocation breakpoint
10900	RUNDC3A	RUN domain containing 3A
10901	DHRS4	dehydrogenase/reductase (SDR family) member 4
10902	BRD8	bromodomain containing 8
10903	MTMR11	myotubularin related protein 11
10904	BLCAP	bladder cancer associated protein
10905	MAN1A2	mannosidase, alpha, class 1A, member 2
10906	TRAFD1	TRAF-type zinc finger domain containing 1
10907	TXNL4A	thioredoxin-like 4A
10908	PNPLA6	patatin-like phospholipase domain containing 6
10910	SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)
10911	UTS2	urotensin 2
10912	GADD45G	growth arrest and DNA-damage-inducible, gamma
10913	EDAR	ectodysplasin A receptor
10914	PAPOLA	poly(A) polymerase alpha
10915	TCERG1	transcription elongation regulator 1
10916	MAGED2	melanoma antigen family D, 2
10917	BTNL3	butyrophilin-like 3
10919	EHMT2	euchromatic histone-lysine N-methyltransferase 2
10920	COPS8	COP9 signalosome subunit 8
10921	RNPS1	RNA binding protein S1, serine-rich domain
10922	FASTK	Fas-activated serine/threonine kinase
10923	SUB1	SUB1 homolog (S. cerevisiae)
10924	SMPDL3A	sphingomyelin phosphodiesterase, acid-like 3A
10926	DBF4	DBF4 homolog (S. cerevisiae)
10927	SPIN1	spindlin 1
10928	RALBP1	ralA binding protein 1
10929	SRSF8	serine/arginine-rich splicing factor 8
10930	APOBEC2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2
10933	MORF4L1	mortality factor 4 like 1
10934	MORF4	mortality factor 4
10935	PRDX3	peroxiredoxin 3
10936	GPR75	G protein-coupled receptor 75
10938	EHD1	EH-domain containing 1
10939	AFG3L2	AFG3-like AAA ATPase 2
10940	POP1	processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)
10941	UGT2A1	UDP glucuronosyltransferase 2 family, polypeptide A1, complex locus
10942	PRSS21	protease, serine, 21 (testisin)
10943	MSL3	male-specific lethal 3 homolog (Drosophila)
10944	C11orf58	chromosome 11 open reading frame 58
10945	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1
10946	SF3A3	splicing factor 3a, subunit 3, 60kDa
10947	AP3M2	adaptor-related protein complex 3, mu 2 subunit
10948	STARD3	StAR-related lipid transfer (START) domain containing 3
10949	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0
10950	BTG3	BTG family, member 3
10951	CBX1	chromobox homolog 1
10952	SEC61B	Sec61 beta subunit
10953	TOMM34	translocase of outer mitochondrial membrane 34
10954	PDIA5	protein disulfide isomerase family A, member 5
10955	SERINC3	serine incorporator 3
10956	OS9	osteosarcoma amplified 9, endoplasmic reticulum lectin
10957	PNRC1	proline-rich nuclear receptor coactivator 1
10959	TMED2	transmembrane emp24 domain trafficking protein 2
10960	LMAN2	lectin, mannose-binding 2
10961	ERP29	endoplasmic reticulum protein 29
10962	MLLT11	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11
10963	STIP1	stress-induced-phosphoprotein 1
10964	IFI44L	interferon-induced protein 44-like
10965	ACOT2	acyl-CoA thioesterase 2
10966	RAB40B	RAB40B, member RAS oncogene family
10969	EBNA1BP2	EBNA1 binding protein 2
10970	CKAP4	cytoskeleton-associated protein 4
10971	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
10972	TMED10	transmembrane emp24-like trafficking protein 10 (yeast)
10973	ASCC3	activating signal cointegrator 1 complex subunit 3
10974	ADIRF	adipogenesis regulatory factor
10975	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI
10978	CLP1	cleavage and polyadenylation factor I subunit 1
10979	FERMT2	fermitin family member 2
10980	COPS6	COP9 signalosome subunit 6
10981	RAB32	RAB32, member RAS oncogene family
10982	MAPRE2	microtubule-associated protein, RP/EB family, member 2
10983	CCNI	cyclin I
10984	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1 (non-protein coding)
10985	GCN1L1	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)
10986	IGAD1	immunoglobulin A (IgA) deficiency susceptibility 1
10987	COPS5	COP9 signalosome subunit 5
10988	METAP2	methionyl aminopeptidase 2
10989	IMMT	inner membrane protein, mitochondrial
10990	LILRB5	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5
10991	SLC38A3	solute carrier family 38, member 3
10992	SF3B2	splicing factor 3b, subunit 2, 145kDa
10993	SDS	serine dehydratase
10994	ILVBL	ilvB (bacterial acetolactate synthase)-like
10998	SLC27A5	solute carrier family 27 (fatty acid transporter), member 5
10999	SLC27A4	solute carrier family 27 (fatty acid transporter), member 4
11000	SLC27A3	solute carrier family 27 (fatty acid transporter), member 3
11001	SLC27A2	solute carrier family 27 (fatty acid transporter), member 2
11004	KIF2C	kinesin family member 2C
11005	SPINK5	serine peptidase inhibitor, Kazal type 5
11006	LILRB4	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4
11007	CCDC85B	coiled-coil domain containing 85B
11009	IL24	interleukin 24
11010	GLIPR1	GLI pathogenesis-related 1
11011	TLK2	tousled-like kinase 2
11012	KLK11	kallikrein-related peptidase 11
11013	TMSB15A	thymosin beta 15a
11014	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2
11015	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
11016	ATF7	activating transcription factor 7
11017	SNRNP27	small nuclear ribonucleoprotein 27kDa (U4/U6.U5)
11018	TMED1	transmembrane emp24 protein transport domain containing 1
11019	LIAS	lipoic acid synthetase
11020	IFT27	intraflagellar transport 27 homolog (Chlamydomonas)
11021	RAB35	RAB35, member RAS oncogene family
11022	TDRKH	tudor and KH domain containing
11023	VAX1	ventral anterior homeobox 1
11024	LILRA1	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1
11025	LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3
11026	LILRA3	leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3
11027	LILRA2	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2
11029	SERPINB8P1	serpin peptidase inhibitor, clade B8 (ovalbumin) pseudogene 1
11030	RBPMS	RNA binding protein with multiple splicing
11031	RAB31	RAB31, member RAS oncogene family
11033	ADAP1	ArfGAP with dual PH domains 1
11034	DSTN	destrin (actin depolymerizing factor)
11035	RIPK3	receptor-interacting serine-threonine kinase 3
11036	GTF2A1L	general transcription factor IIA, 1-like
11037	STON1	stonin 1
11039	SMA4	glucuronidase, beta pseudogene
11040	PIM2	pim-2 oncogene
11041	B3GNT1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1
11042	SMA5	glucuronidase, beta pseudogene
11043	MID2	midline 2
11044	PAPD7	PAP associated domain containing 7
11045	UPK1A	uroplakin 1A
11046	SLC35D2	solute carrier family 35 (UDP-GlcNAc/UDP-glucose transporter), member D2
11047	ADRM1	adhesion regulating molecule 1
11049	NUS1P3	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) pseudogene 3
11051	NUDT21	nudix (nucleoside diphosphate linked moiety X)-type motif 21
11052	CPSF6	cleavage and polyadenylation specific factor 6, 68kDa
11054	OGFR	opioid growth factor receptor
11055	ZPBP	zona pellucida binding protein
11056	DDX52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
11057	ABHD2	abhydrolase domain containing 2
11059	WWP1	WW domain containing E3 ubiquitin protein ligase 1
11060	WWP2	WW domain containing E3 ubiquitin protein ligase 2
11061	LECT1	leukocyte cell derived chemotaxin 1
11062	DUS4L	dihydrouridine synthase 4-like (S. cerevisiae)
11063	SOX30	SRY (sex determining region Y)-box 30
11064	CNTRL	centriolin
11065	UBE2C	ubiquitin-conjugating enzyme E2C
11066	SNRNP35	small nuclear ribonucleoprotein 35kDa (U11/U12)
11067	C10orf10	chromosome 10 open reading frame 10
11068	CYB561D2	cytochrome b561 family, member D2
11069	RAPGEF4	Rap guanine nucleotide exchange factor (GEF) 4
11070	TMEM115	transmembrane protein 115
11072	DUSP14	dual specificity phosphatase 14
11073	TOPBP1	topoisomerase (DNA) II binding protein 1
11074	TRIM31	tripartite motif containing 31
11075	STMN2	stathmin-like 2
11076	TPPP	tubulin polymerization promoting protein
11077	HSF2BP	heat shock transcription factor 2 binding protein
11078	TRIOBP	TRIO and F-actin binding protein
11079	RER1	retention in endoplasmic reticulum sorting receptor 1
11080	DNAJB4	DnaJ (Hsp40) homolog, subfamily B, member 4
11081	KERA	keratocan
11082	ESM1	endothelial cell-specific molecule 1
11083	DIDO1	death inducer-obliterator 1
11085	ADAM30	ADAM metallopeptidase domain 30
11086	ADAM29	ADAM metallopeptidase domain 29
11091	WDR5	WD repeat domain 5
11092	C9orf9	chromosome 9 open reading frame 9
11093	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif, 13
11094	CACFD1	calcium channel flower domain containing 1
11095	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif, 8
11096	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif, 5
11097	NUPL2	nucleoporin like 2
11098	PRSS23	protease, serine, 23
11099	PTPN21	protein tyrosine phosphatase, non-receptor type 21
11100	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U-like 1
11101	ATE1	arginyltransferase 1
11102	RPP14	ribonuclease P/MRP 14kDa subunit
11103	KRR1	KRR1, small subunit (SSU) processome component, homolog (yeast)
11104	KATNA1	katanin p60 (ATPase containing) subunit A 1
11105	PRDM7	PR domain containing 7
11107	PRDM5	PR domain containing 5
11108	PRDM4	PR domain containing 4
11112	HIBADH	3-hydroxyisobutyrate dehydrogenase
11113	CIT	citron (rho-interacting, serine/threonine kinase 21)
11116	FGFR1OP	FGFR1 oncogene partner
11117	EMILIN1	elastin microfibril interfacer 1
11118	BTN3A2	butyrophilin, subfamily 3, member A2
11119	BTN3A1	butyrophilin, subfamily 3, member A1
11120	BTN2A1	butyrophilin, subfamily 2, member A1
11122	PTPRT	protein tyrosine phosphatase, receptor type, T
11123	RCAN3	RCAN family member 3
11124	FAF1	Fas (TNFRSF6) associated factor 1
11126	CD160	CD160 molecule
11127	KIF3A	kinesin family member 3A
11128	POLR3A	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa
11129	CLASRP	CLK4-associating serine/arginine rich protein
11130	ZWINT	ZW10 interacting kinetochore protein
11131	CAPN11	calpain 11
11132	CAPN10	calpain 10
11133	KPTN	kaptin (actin binding protein)
11135	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1
11136	SLC7A9	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9
11137	PWP1	PWP1 homolog (S. cerevisiae)
11138	TBC1D8	TBC1 domain family, member 8 (with GRAM domain)
11140	CDC37	cell division cycle 37
11141	IL1RAPL1	interleukin 1 receptor accessory protein-like 1
11142	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma
11143	KAT7	K(lysine) acetyltransferase 7
11144	DMC1	DNA meiotic recombinase 1
11145	PLA2G16	phospholipase A2, group XVI
11146	GLMN	glomulin, FKBP associated protein
11147	HHLA3	HERV-H LTR-associating 3
11148	HHLA2	HERV-H LTR-associating 2
11149	BVES	blood vessel epicardial substance
11151	CORO1A	coronin, actin binding protein, 1A
11152	WDR45	WD repeat domain 45
11153	FICD	FIC domain containing
11154	AP4S1	adaptor-related protein complex 4, sigma 1 subunit
11155	LDB3	LIM domain binding 3
11156	PTP4A3	protein tyrosine phosphatase type IVA, member 3
11157	LSM6	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)
11158	RABL2B	RAB, member of RAS oncogene family-like 2B
11159	RABL2A	RAB, member of RAS oncogene family-like 2A
11160	ERLIN2	ER lipid raft associated 2
11161	C14orf1	chromosome 14 open reading frame 1
11162	NUDT6	nudix (nucleoside diphosphate linked moiety X)-type motif 6
11163	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4
11164	NUDT5	nudix (nucleoside diphosphate linked moiety X)-type motif 5
11165	NUDT3	nudix (nucleoside diphosphate linked moiety X)-type motif 3
11166	SOX21	SRY (sex determining region Y)-box 21
11167	FSTL1	follistatin-like 1
11168	PSIP1	PC4 and SFRS1 interacting protein 1
11169	WDHD1	WD repeat and HMG-box DNA binding protein 1
11170	FAM107A	family with sequence similarity 107, member A
11171	STRAP	serine/threonine kinase receptor associated protein
11172	INSL6	insulin-like 6
11173	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif, 7
11174	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif, 6
11176	BAZ2A	bromodomain adjacent to zinc finger domain, 2A
11177	BAZ1A	bromodomain adjacent to zinc finger domain, 1A
11178	LZTS1	leucine zipper, putative tumor suppressor 1
11179	ZNF277	zinc finger protein 277
11180	WDR6	WD repeat domain 6
11181	TREH	trehalase (brush-border membrane glycoprotein)
11182	SLC2A6	solute carrier family 2 (facilitated glucose transporter), member 6
